source,author,time,title,description,content,url
bnnbloomberg,NotProvided,2021-05-02 00:02:05,Record Metals Prices Catapult Mining Profits Beyond Big Oil,"Major oil producers, for decades the natural resource industrys top earners, are being eclipsed by once-smaller mining peers who are churning out record profits thanks to red-hot metals markets.","Record Metals Prices Catapult Mining Profits Beyond Big Oil Thomas Biesheuvel, Javier Blas and James Attwood , Bloomberg News A worker handles newly formed copper cathode sheets in a warehouse at the KGHM Polska Miedz SA copper smelting plant in Glogow, Poland, on Tuesday, March 9, 2021. Nickel extended its plunge from a six-year high after a stock-market slump hurt risk appetite, while copper resumed losses as supply concerns eased. Photographer: Bartek Sadowski/Bloomberg                        , Bloomberg (Bloomberg) -- Major oil producers, for decades the natural resource industrys top earners, are being eclipsed by once-smaller mining peers who are churning out record profits thanks to red-hot metals markets. The mining windfall is the latest sign of a boom in iron ore, copper and other metals thats sending an inflationary wave through the global economy, increasing the cost of everything from electrical wires to construction beams. In the corporate world, the top five iron ore mining companies are on track to deliver bottom-line profits of $65 billion combined this year, according to estimates compiled by Bloomberg. Thats about 13% more than the five biggest international oil producers, flipping a decades-old hierarchy. Its wild, said Mark Hansen, chief executive officer of London-based trading house Concord Resources Ltd. The value right now has shifted from energy to metals. The eye-watering mining profits are mainly a product of iron ore, the worlds biggest commodity after oil. The crucial steelmaking ingredient has been trading just a whisker below $200 a ton and on par with record prices from a decade ago, when voracious Chinese demand triggered what became known as the commodities supercycle. The largest Australian mining companies can pull a ton of iron ore from the ground for less than $20 a ton. Copper prices have also jumped near to all-time highs, crossing the $10,000-a-ton barrier for the first time in a decade. A basket of base metals including aluminum, nickel, copper, tin, lead and zinc is trading at levels only reached twice in modern history: in 2007-08 and 2011. For the big five iron ore miners -- BHP Group, Rio Tinto Group, Vale SA, Anglo American Plc and Fortescue Metals Group Ltd. -- this fiscal year will be just the second time this century that theyll out-earn their oil peers, estimates show. It would be only the first time if their oil rivals hadnt been weighed down by huge writedowns in 2020. During the previous commodity boom, which peaked between 2008 and 2011, Big Oil easily made larger profits than Big Mining. A decade ago, for example, the five energy majors -- Exxon Mobil Corp., Chevron Corp., Royal Dutch Shell Plc, Total SE and BP Plc -- delivered adjusted earnings that were double those of the big five iron ore miners. Now, the surge in mining profits is another headache for the large oil companies as they struggle to attract shareholders amid mounting concern over climate change. While the miners are already returning more cash to investors, the oil producers are only just starting to do so, after some cut dividends last year. The miners also have a better story to tell: while oil contributes to a warming world, some metals -- particularly copper -- are key to building a greener future based on electric cars. Inflation Concerns The mining windfall matters beyond the natural resources industry. Its an indication that companies across multiple sectors will face rising costs, which at some point could translate into broader inflation, potentially hitting bond and foreign exchange markets. After a year of strong commodity-price increases, inflation pressures are now building downstream in supply chains, said John Mothersole, pricing and purchasing research director at consultant IHS Markit Ltd. So far, central banks -- notably the U.S. Federal Reserve -- have largely disregarded those pressures, saying theyre one-time price surges that are unlikely to start an inflationary problem. The Fed said April 28 that while inflation has risen, the increase largely reflects transitory factors. Iron ore is in a dream scenario: demand, especially from China, is rampant, while supply is constrained. China, which accounts for about half of global steel production, is making a record amount of the metal, while industrial output is surging across the rest of the world as huge stimulus packages fuel a recovery from the pandemic. At the same time, producers are struggling to keep mines running at full capacity. Returning Cash Yet underpinning the tightness in metals is a strategic decision made by the big miners half a decade ago. After spending years pumping ever-expanding supply onto the global market, they ripped up growth plans and focused instead on shareholder returns. The result was that supply largely stopped rising and prices started to pick up. The good news for investors is that during this wave of high prices theyre likely to see more of the profits. Unlike in the last commodity supercycle, the miners -- still bruised from a series of disastrous deals and projects -- are reluctant to pour their extra earnings into acquisitions or new mines, instead choosing to distribute record dividends. That point was made clear by Vales CEO last week, after the Brazilian mining giant posted its best quarterly result since the high-point of the supercycle a decade ago. You shouldnt expect extreme spending, Eduardo De Salles Bartolomeo said on Tuesday. There is nothing on our radar like that. And secondly -- the question that a lot of people make so Ill take the opportunity to make it clear -- there is no transformation and M&A on our radar as well. Big Oil is now doing the same, with companies from Exxon to BP abandoning oil output growth plans in an effort to regain shareholder trust: they have slashed spending on new projects, and after paying down debt, are promising to reward investors rather than develop new fields and refineries as they did during the previous cycle. Thats likely to result in lower oil supply later this decade, which in turn could support prices. 2021 Bloomberg L.P.",http://bnnbloomberg.ca/record-metals-prices-catapult-mining-profits-beyond-big-oil-1.1597883
TechCrunch,Jonathan Shieber,2021-04-08 16:37:59,Andium is watching oil fields for emissions and just got money from the biggest oil companies to do it,"Andium, a company focused on remote field monitoring of assets including oil and gas wells has just raised some not-insignificant cash in an investment round led by OGCI Climate Investments, a firm formed by the largest oil companies in the world. Launched in","Andium, a company focused on remote field monitoring of assets including oil and gas wells has just raised some not-insignificant cash in an investment round led by OGCI Climate Investments, a firm f",http://techcrunch.com/2021/04/08/andium-is-watching-oil-fields-for-emissions-and-just-got-money-from-the-biggest-oil-companies-to-do-it/
TechCrunch,Jonathan Shieber,2021-04-30 13:43:02,Geothermal technology has enormous potential to power the planet and Fervo wants to tap it,Tapping the geothermal energy stored beneath the Earth’s surface as a way to generate renewable power is one of the new visions for the future that’s captured the attention of environmentalists and oil and gas engineers alike. That’s because it’s not only a w,Tapping the geothermal energy stored beneath the Earth’s surface as a way to generate renewable power is one of the new visions for the future that’s captured the attention of environmentalists and o,http://techcrunch.com/2021/04/30/geothermal-technology-has-enormous-potential-to-power-the-planet-and-fervo-wants-to-tap-it/
TechCrunch,Jonathan Shieber,2021-04-26 15:02:54,Crusoe Energy is tackling energy use for cryptocurrencies and data centers and greenhouse gas emissions,"The two founders of Crusoe Energy think they may have a solution to two of the largest problems facing the planet today — the increasing energy footprint of the tech industry and the greenhouse gas emissions associated with the natural gas industry. Crusoe, w",The two founders of Crusoe Energy think they may have a solution to two of the largest problems facing the planet today — the increasing energy footprint of the tech industry and the greenhouse gas e,http://techcrunch.com/2021/04/26/crusoe-energy-is-tackling-energy-use-for-cryptocurrencies-and-data-centers-and-greenhouse-gas-emissions/
Engadget,https://www.engadget.com/about/editors/jon-fingas,2021-04-25 21:21:38,California plans to end oil extraction by 2045,"California will be the first state to end oil extraction, phasing it out by 2045..","California hasn't been shy about wanting to ditch oil, and that now includes oil production. Eartherreports that Governor Newsom has announced plans to end oil extraction in California by 2045. Offic",https://www.engadget.com/california-to-end-oil-extraction-by-2045-212138255.html
Lifehacker.com,Aisha Jordan,2021-04-02 16:30:00,"Know These Signs of a Gas Leak, and What to Do Next","Smelling gas in your home or neighborhood is terrifying, as a leak can cause fires and explosions. As RP Gas Piping reported, “Between 1998 and 2017, 15 people per year on average died in incidents related to gas distribution in the U.S.” Knowing what to look","Smelling gas in your home or neighborhood is terrifying, as a leak can cause fires and explosions. As RP Gas Piping reported, Between 1998 and 2017, 15 people per year on average died in incidents re",https://lifehacker.com/know-these-signs-of-a-gas-leak-and-what-to-do-next-1846604497
New York Times,Ian Austen and Christopher Flavelle,2021-04-21 18:42:33,Trudeau Was a Global Climate Hero. Now Canada Risks Falling Behind.,Canada is the only G7 nation whose greenhouse gas emissions have increased since the Paris agreement. The main reason: its oil sands.,"While there have been some reductions of oil sands emissions per barrel, the steady increase in production has more than wiped out those gains. No projects to date have used hydrogen to replace the",https://www.nytimes.com/2021/04/21/world/canada/trudeau-climate-oil-sands.html
Gizmodo.com,"Molly Taft on Earther, shared by Jody Serrano to Gizmodo",2021-04-10 14:00:00,Big Oil Fed State Educators Stats Used to Push Back on Biden’s Climate Goals,"For years, Big Oil has cozied up to American public schools—and now they seem to be cashing in their chips. New emails appear to show that some elected officials in charge of public schools may have been helped in attacking the Biden administration’s recent d","For years, Big Oil has cozied up to American public schoolsand now they seem to be cashing in their chips. New emails appear to show that some elected officials in charge of public schools may have b",https://earther.gizmodo.com/big-oil-fed-state-educators-stats-used-to-push-back-on-1846654051
CNN,"Julia Horowitz, CNN Business",2021-04-20 12:05:36,Why copper and lithium could be 'the new oil',"For decades, crude oil has been at the center of global commodities markets. Demand has served as a crucial metric of economic health, and price spikes have had major ramifications for gas-guzzling consumers.","A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. London (CNN Business)For decades, crude oil has been at the center o",https://www.cnn.com/2021/04/20/investing/premarket-stocks-trading/index.html
TechCrunch,Jonathan Shieber,2021-04-15 13:00:30,Persefoni’s carbon accounting platform raises $9.7 million,"The carbon accounting and management platform Persefoni now has $9.7 million more in funding to support its international expansion, product development, and recruitment efforts. The round, led by Rice Investment Group with participation from NGP ETP, the ele","The carbon accounting and management platform Persefoni now has $9.7 million more in funding to support its international expansion, product development, and recruitment efforts. The round, led by R",http://techcrunch.com/2021/04/15/persefonis-carbon-accounting-platform-raises-9-7-million/
TechCrunch,Jonathan Shieber,2021-04-22 12:48:37,"As ExxonMobil asks for handouts, startups get to work on carbon capture and sequestration","Earlier this week, ExxonMobil, a company among the largest producers of greenhouse gas emissions and a longtime leader in the corporate fight against climate change regulations, called for a massive $100 billion project (backed in part by the government) to s","Earlier this week, ExxonMobil, a company among the largest producers of greenhouse gas emissions and a longtime leader in the corporate fight against climate change regulations, called for a massive",http://techcrunch.com/2021/04/22/as-exxonmobil-asks-for-handouts-startups-get-to-work-on-carbon-capture-and-sequestration/
Reuters,Reuters Staff,2021-04-26 08:40:00,"UPDATE 1-Indonesia's first-quarter oil, gas liftings miss targets - Reuters","Indonesia's first-quarter crude oil and natural gas liftings missed their targets because of technical issues at wells and postponements at a liquefied natural gas (LNG) project, data from upstream oil and gas regulator SKK Migas showed on Monday.","By Reuters Staff (Add quotes, LNG sales) JAKARTA, April 26 (Reuters) - Indonesias first-quarter crude oil and natural gas liftings missed their targets because of technical issues at wells and post",https://www.reuters.com/article/indonesia-oil-idUSL1N2MJ0GO
Gizmodo.com,Dharna Noor,2021-04-27 18:45:00,The Case to End Methane Emissions This Decade,"When discussing planet-warming emissions, we often talk about carbon dioxide. In the U.S., it accounts for about 80% of our greenhouse gas output. But a new study shows we’d do well to focus more on another greenhouse gas: methane.Read more...","When discussing planet-warming emissions, we often talk about carbon dioxide. In the U.S., it accounts for about 80% of our greenhouse gas output. But a new study shows wed do well to focus more on a",https://earther.gizmodo.com/the-case-to-end-methane-emissions-this-decade-1846773421
Reuters,Reuters Staff,2021-04-05 12:36:00,Canada's Whitecap Resources to buy Kicking Horse Oil & Gas for C$300 million - Reuters,"Oil and gas company Whitecap Resources Inc said on Monday it will acquire Kicking Horse Oil & Gas Ltd, a privately-held indirect subsidiary of Quantum Energy Partners, for C$300 million ($239.08 million) in a stock-and-cash deal.","By Reuters Staff (Reuters) - Oil and gas company Whitecap Resources Inc said on Monday it will acquire Kicking Horse Oil &amp; Gas Ltd, a privately-held indirect subsidiary of Quantum Energy Partner",https://www.reuters.com/article/us-kicking-horse-m-a-whitecap-rsrcs-idUSKBN2BS12G
